Time, Lat, Lon, Alt, SSID1, MAC1, Frequncy1, Signal1, SSID2, MAC2, Frequncy2, Signal2, SSID3, MAC3, Frequncy3, Signal3, SSID4, MAC4, Frequncy4, Signal4, SSID5, MAC5, Frequncy5, Signal5, SSID6, MAC6, Frequncy6, Signal6, SSID7, MAC7, Frequncy7, Signal7, SSID8, MAC8, Frequncy8, Signal8, SSID9, MAC9, Frequncy9, Signal9, SSID10, MAC10, Frequncy10, Signal10
2017-10-27 16:18:47   ,34.80909138   ,32.16700959   ,15.0   ,888Guest,02:8d:db:6e:71:be,11,-89,Efrat Networks MM,94:f6:65:5b:b2:28,5,-88,888Corp,0a:8d:cb:6e:71:bf,44,-87,lavel-2,74:da:38:ae:91:7b,2,-87,888Corp,0a:8d:db:6e:71:be,11,-86,Mouly,7c:b7:33:2e:76:73,11,-85,smartsell,78:e8:b6:69:2c:91,1,-85,888Corp,0a:8d:db:6e:71:bf,1,-84,888Guest,02:8d:db:6e:71:6d,1,-82,888Guest,02:8d:db:6e:71:bf,1,-81
2017-10-27 16:18:49   ,34.80897673   ,32.16691973   ,16.0   ,Partner,42501_13111_7943939,0,-113,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-92,contigo,10:be:f5:3a:26:60,3,-91,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-89,HRZBOUTIKUE,14:ae:db:a3:90:15,11,-87,Pitarohecht,00:02:6f:a6:f1:f3,1,-86,brieftrace,90:8d:78:51:52:fc,12,-85,INGENEO,cc:b2:55:e8:4c:e6,6,-84,Kadabra-AP,00:1d:aa:7c:8c:f8,11,-81,HP-Print-A0-LaserJet Pro MFP,30:f7:72:6e:8e:a0,6,-81
2017-10-27 16:18:50   ,34.80888987334706   ,32.16689631014436   ,42.95830812528492   ,888Corp,0a:8d:db:6e:71:26,6,-97,null,06:8d:db:6e:71:be,11,-94,888Corp,0a:8d:db:6e:71:be,11,-90,null,02:8d:db:6e:71:be,11,-89,888Guest,02:8d:cb:6e:71:bf,44,-89,888Free,06:8d:cb:6e:71:bf,44,-89,DIRECT-a8-HP M477 LaserJet,aa:6b:ad:04:c6:a8,6,-88,888Free,06:8d:db:6e:71:bf,1,-87
2017-10-27 16:18:52   ,34.80890046   ,32.16686798   ,16.0   ,Bezeq2.4,14:ae:db:b3:7b:65,6,-86
2017-10-27 16:18:53   ,34.808879325364   ,32.166882698884585   ,42.88970818374659   ,888Corp,0a:8d:cb:6e:71:6d,44,-95,EL5,14:ae:db:3d:b1:55,48,-94,Maxillent_Guest,a2:6c:ac:60:6c:8b,3,-94,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-93,Maxillent,90:6c:ac:60:6c:8b,3,-93,FlixU,cc:b2:55:e5:ce:f3,6,-93,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-93,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-90,888Free,06:8d:db:6e:71:6d,1,-88,Training Room,8e:15:44:ac:d4:e4,6,-88
2017-10-27 16:18:59   ,34.80867405   ,32.16683927   ,18.0   ,Partner,42501_13111_7943947,0,-113,HP-Print-f3-LaserJet 300,64:27:37:77:d1:f3,6,-95,INGENEO,cc:b2:55:e8:4c:e6,6,-95,EL5,14:ae:db:3d:b1:55,48,-91,null,06:8d:db:6e:71:be,11,-89,BENY PUR,d8:fe:e3:03:c7:b1,6,-89,Efrat Networks MM,94:f6:65:5b:b2:28,5,-89,Guest Neetwork MM,94:f6:65:1b:b2:28,5,-89,0506679780,5a:fe:e3:03:c7:b3,6,-88,Guest Neetwork MM,94:f6:65:1b:b2:28,5,-87
2017-10-27 16:19:00   ,34.80858578   ,32.1668791   ,18.0   ,888Corp,0a:8d:cb:6e:71:c1,36,-91,888Guest,02:8d:db:6e:71:c1,11,-86,888Corp,0a:8d:db:6e:71:c1,11,-83,RS_GUEST,ec:08:6b:38:0d:dd,13,-79
2017-10-27 16:19:04   ,34.80808428   ,32.16706188   ,21.0   ,888Guest,02:8d:db:6e:71:be,11,-89,Efrat Networks MM,94:f6:65:5b:b2:28,5,-88,lavel-2,74:da:38:ae:91:7b,2,-87,Mouly,7c:b7:33:2e:76:73,11,-85,888Guest,02:8d:db:6e:71:6d,1,-83
2017-10-27 16:19:05   ,34.80794417   ,32.16711356   ,22.0   ,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-92,contigo,10:be:f5:3a:26:60,3,-91,INGENEO,cc:b2:55:e8:4c:e6,6,-90,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-89,HRZBOUTIKUE,14:ae:db:a3:90:15,11,-87,Pitarohecht,00:02:6f:a6:f1:f3,1,-86,brieftrace,90:8d:78:51:52:fc,12,-85,Kadabra-AP,00:1d:aa:7c:8c:f8,11,-81,HP-Print-A0-LaserJet Pro MFP,30:f7:72:6e:8e:a0,6,-79
2017-10-27 16:19:06   ,34.807691961442366   ,32.16723639563425   ,41.09150470864094   ,888Corp,0a:8d:cb:6e:71:6d,44,-95,null,06:8d:db:6e:71:be,11,-94,EL5,14:ae:db:3d:b1:55,48,-94,Maxillent_Guest,a2:6c:ac:60:6c:8b,3,-94,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-93,Maxillent,90:6c:ac:60:6c:8b,3,-93,FlixU,cc:b2:55:e5:ce:f3,6,-93,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-93,888Corp,0a:8d:db:6e:71:be,11,-90,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-90
2017-10-27 16:19:07   ,34.80765863   ,32.16721855   ,24.0   ,Partner,42501_13111_7943947,0,-113,IDO,c4:e9:84:27:0c:aa,11,-95,EL5,14:ae:db:3d:b1:55,48,-91,Heifes,20:0c:c8:10:c8:11,1,-91,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-90,Bezeq Free D02536,72:0c:c8:10:c8:12,1,-90,null,06:8d:db:6e:71:be,11,-89,BENY PUR,d8:fe:e3:03:c7:b1,6,-89,HP-Print-FB-Officejet Pro 8610,fc:3f:db:f1:00:fb,6,-89,0506679780,5a:fe:e3:03:c7:b3,6,-88
2017-10-27 16:19:09   ,34.80736423   ,32.16732278   ,24.0   ,Partner,42501_13111_496642,0,-113,INGENEO,cc:b2:55:e8:4c:e6,6,-96,KaymeraDev,00:f6:63:3a:f4:81,1,-96,Rabia,30:b5:c2:bd:52:40,6,-96,Barda,00:78:9e:fa:dc:f4,1,-96,Vexlerar,e4:6f:13:70:97:c4,9,-95,Ester_wifi,84:26:15:eb:2d:b3,11,-95,Home.,a0:ab:1b:62:a7:bc,1,-94,Barda_2,74:da:38:56:ed:e0,1,-93,EL,14:ae:db:3d:b1:52,9,-93
2017-10-27 16:19:12   ,34.80697634   ,32.16746832   ,26.0   ,Efrat Networks MM,94:f6:65:5b:b2:28,5,-84
2017-10-27 16:19:13   ,34.80685138   ,32.16751585   ,26.0   ,INGENEO,cc:b2:55:e8:4c:e6,6,-90
2017-10-27 16:19:14   ,34.80662290618607   ,32.167616982375094   ,41.286480770321894   ,EL5,14:ae:db:3d:b1:55,48,-94,Maxillent_Guest,a2:6c:ac:60:6c:8b,3,-94,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-93,Maxillent,90:6c:ac:60:6c:8b,3,-93,FlixU,cc:b2:55:e5:ce:f3,6,-93,BlueSnap-Guest-2.4GHz,c0:56:27:a0:6c:9a,3,-93,HP-Print-b7-LaserJet 300,34:23:87:36:c9:b7,1,-90,Training Room,8e:15:44:ac:d4:e4,6,-88,RS_GUEST,ec:08:6b:38:0d:0e,12,-86,HP-Print-A0-LaserJet Pro MFP,30:f7:72:6e:8e:a0,6,-79
2017-10-27 16:19:15   ,34.80661675   ,32.16759766   ,27.0   ,IDO,c4:e9:84:27:0c:aa,11,-95,EL5,14:ae:db:3d:b1:55,48,-91,Heifes,20:0c:c8:10:c8:11,1,-91,Rainbow Guest,a2:6c:ac:f3:6a:69,5,-90,Bezeq Free D02536,72:0c:c8:10:c8:12,1,-90,BENY PUR,d8:fe:e3:03:c7:b1,6,-89,HP-Print-FB-Officejet Pro 8610,fc:3f:db:f1:00:fb,6,-89,0506679780,5a:fe:e3:03:c7:b3,6,-88,Rainbow Medical,90:6c:ac:f3:6a:69,5,-88,null,fa:8f:ca:93:a5:64,6,-87
2017-10-27 16:19:19   ,34.80626298   ,32.16773843   ,31.0   ,Partner,42501_13111_496642,0,-113,Annatel_3372.5,74:da:38:a9:0c:43,44,-92,Partner-4G-86E5,b0:89:00:d8:86:e5,10,-91,edimax_repeater,74:da:38:50:ce:4c,2,-79,Guest Neetwork MM,94:f6:65:1b:b2:28,5,-78
2017-10-27 16:19:20   ,34.80620000504734   ,32.1677801004292   ,40.76697715347028   ,INGENEO,cc:b2:55:e8:4c:e6,6,-96,KaymeraDev,00:f6:63:3a:f4:81,1,-96,Rabia,30:b5:c2:bd:52:40,6,-96,Barda,00:78:9e:fa:dc:f4,1,-96,Vexlerar,e4:6f:13:70:97:c4,9,-95,Ester_wifi,84:26:15:eb:2d:b3,11,-95,Home.,a0:ab:1b:62:a7:bc,1,-94,Barda_2,74:da:38:56:ed:e0,1,-93,EL,14:ae:db:3d:b1:52,9,-93,BERTOC-HOT,e0:ce:c3:8a:ad:63,13,-90
2017-10-27 16:19:22   ,34.80616419   ,32.16779112   ,32.0   ,ZVIN,4c:60:de:4c:5d:44,11,-93,ApartmentD,c0:ff:d4:d1:e3:20,11,-93,shor_Ext,e2:91:f5:b6:ec:a8,11,-88,Annatel_3372,74:da:38:a9:0c:3e,2,-79
2017-10-27 16:19:25   ,34.80613816490372   ,32.16781903373735   ,40.632955766893225   ,shor_Ext,e2:91:f5:b6:ec:a8,11,-94,DIRECT-17-HP DeskJet 3830 series,94:57:a5:4a:f4:89,11,-94,Annatel_3372.5,74:da:38:a9:0c:43,44,-90,P-HOME,2c:5d:93:11:60:b8,12,-90,Bezeq Free D02536,72:0c:c8:10:c8:12,1,-89,Heifes,20:0c:c8:10:c8:11,1,-88
2017-10-27 16:19:30   ,34.80615479   ,32.16780373   ,33.0   ,Annatel_3372.5,74:da:38:a9:0c:43,44,-86,P-HOME,2c:5d:93:11:60:b8,12,-82
2017-10-27 16:19:37   ,34.80590359   ,32.16794511   ,35.0   ,DIRECT-52-HP DeskJet 3830 series,94:57:a5:4d:eb:8b,6,-92,Home,14:ae:db:53:0c:2d,6,-79
2017-10-27 16:19:40   ,34.80557036   ,32.16799504   ,36.0   ,BezeqFree,62:8d:78:50:6a:13,11,-94,Home,14:ae:db:53:0c:2d,6,-94,gabriel,90:8d:78:50:6a:12,11,-93,gabriel,90:8d:78:50:6a:12,11,-90,hagit_2.4,6c:b0:ce:33:a4:d5,1,-86,Bezeq Free,5a:b0:ce:33:a4:d6,1,-82
2017-10-27 16:19:43   ,34.80516057   ,32.16805121   ,35.0   ,Partner,42501_13111_496642,0,-113,shor_Ext,e2:91:f5:b6:ec:a8,11,-94,DIRECT-17-HP DeskJet 3830 series,94:57:a5:4a:f4:89,11,-94,Annatel_3372.5,74:da:38:a9:0c:43,44,-90,P-HOME,2c:5d:93:11:60:b8,12,-90,shor_Ext,e2:91:f5:b6:ec:a8,11,-89,Bezeq Free D02536,72:0c:c8:10:c8:12,1,-89,Partner-4G-86E5,b0:89:00:d8:86:e5,10,-88,Heifes,20:0c:c8:10:c8:11,1,-88,Annatel_3372,74:da:38:a9:0c:3e,2,-78
2017-10-27 16:19:44   ,34.80502255   ,32.16806778   ,34.0   ,Annatel_3372.5,74:da:38:a9:0c:43,44,-86,P-HOME,2c:5d:93:11:60:b8,12,-82
2017-10-27 16:19:45   ,34.80487698   ,32.16808034   ,35.0   ,DIRECT-52-HP DeskJet 3830 series,94:57:a5:4d:eb:8b,6,-94,Home,14:ae:db:53:0c:2d,6,-83
2017-10-27 16:19:49   ,34.804202296540176   ,32.16817330438178   ,38.6204332530914   ,Home,14:ae:db:53:0c:2d,6,-94,gabriel,90:8d:78:50:6a:12,11,-93
2017-10-27 16:19:50   ,34.80417714   ,32.16814986   ,36.0   ,BezeqFree,62:8d:78:50:6a:13,11,-94,TP-LINK_UKTVWATCH_EXT,8a:1b:5e:83:d7:c2,8,-92,gabriel,90:8d:78:50:6a:12,11,-90,ida,c0:c1:c0:ce:4d:06,11,-90,Grosman_sec,c4:a8:1d:13:61:b5,1,-89,zina 1932,c0:ac:54:f8:b3:93,11,-88,hagit_2.4,6c:b0:ce:33:a4:d5,1,-86,Tamara,14:ae:db:b0:41:25,11,-86,HP-Print-36-Officejet Pro 6830,dc:4a:3e:be:0a:36,11,-85,BEZEQINT-6D41,14:ae:db:cb:6d:45,1,-83
2017-10-27 16:19:51   ,34.80404964   ,32.16816816   ,36.0   ,Partner,42501_13111_496641,0,-113,shor_Ext,e2:91:f5:b6:ec:a8,11,-94,DIRECT-17-HP DeskJet 3830 series,94:57:a5:4a:f4:89,11,-94,Annatel_3372.5,74:da:38:a9:0c:43,44,-90,P-HOME,2c:5d:93:11:60:b8,12,-90,shor_Ext,e2:91:f5:b6:ec:a8,11,-89,Bezeq Free D02536,72:0c:c8:10:c8:12,1,-89,Partner-4G-86E5,b0:89:00:d8:86:e5,10,-88,Heifes,20:0c:c8:10:c8:11,1,-88,Annatel_3372,74:da:38:a9:0c:3e,2,-78
2017-10-27 16:19:52   ,34.8039369   ,32.16818308   ,36.0   ,klara-012,c4:12:f5:fd:d1:94,2,-89,netbo1,d0:d4:12:68:0a:0a,11,-79,Biana_n,14:ae:db:b2:8e:75,11,-74
2017-10-27 16:19:53   ,34.80383979   ,32.16819679   ,37.0   ,Home,14:ae:db:53:0c:2d,6,-83
2017-10-27 16:19:56   ,34.803616397282674   ,32.16824863345016   ,39.02255411832467   ,hagit_2.4,6c:b0:ce:33:a4:d5,1,-96,gella555,00:22:b0:75:7d:eb,6,-94,Bezeq Free,5a:b0:ce:33:a4:d6,1,-94,klara-012,c4:12:f5:fd:d1:94,2,-89,HOT123,c0:ac:54:f6:c5:4b,1,-88,Biana_n,14:ae:db:b2:8e:75,11,-85
2017-10-27 16:20:00   ,34.80357613   ,32.1682325   ,36.0   ,anna2.4,a0:ab:1b:62:76:ac,2,-90,HOT123,c0:ac:54:f6:c5:4b,1,-82,DIRECT-06-HP OfficeJet Pro 8710,70:5a:0f:a2:3f:61,6,-81
2017-10-27 16:20:11   ,34.803571   ,32.16822677   ,37.0   ,Student,82:2a:a8:18:13:88,11,-90
2017-10-27 16:20:21   ,34.80343427   ,32.1682422   ,36.0   ,tania_2.4,70:62:b8:31:1d:80,11,-92,BezeqFree,6a:12:f5:84:50:41,8,-85,opus7,c4:12:f5:84:50:40,8,-85,HOTBOX,7c:03:4c:fe:ba:1b,1,-84
2017-10-27 16:20:22   ,34.80336196   ,32.16824759   ,37.0   ,Consm,50:c7:bf:7d:66:22,5,-94,bz46564990,48:ee:0c:3a:19:c7,10,-91,vue sur mer_2.4,a4:2b:8c:98:db:d2,1,-90,NIPPON_8102,08:97:58:33:74:72,2,-83
2017-10-27 16:20:27   ,34.80299871   ,32.16825954   ,36.0   ,Partner,42501_13111_496641,0,-113
2017-10-27 16:20:28   ,34.80292121   ,32.16826436   ,35.0   ,netbo1,d0:d4:12:68:0a:0a,11,-86,klara-012,c4:12:f5:fd:d1:94,2,-86,Biana_n,14:ae:db:b2:8e:75,11,-85
2017-10-27 16:20:31   ,34.80265279   ,32.16828018   ,34.0   ,HOTBOX-9A33,fc:b4:e6:d2:9a:39,1,-94,Student,56:d9:e7:03:ff:09,48,-87,HP-Print-C4-Officejet Pro 6830,28:80:23:cf:e9:c4,6,-87,smadarwifi,46:d9:e7:03:ff:09,48,-86,elneuron,e8:fc:af:92:b9:87,1,-86,hertzlia,3c:1e:04:04:4f:91,11,-85,BezeqFree,06:ae:db:b1:ac:0d,11,-84,dserota,00:1b:9e:7a:43:13,6,-84,hagit_5,6c:b0:ce:33:a4:d6,40,-83,770,14:ae:db:b1:ac:0d,11,-82
2017-10-27 16:20:32   ,34.80256887   ,32.16828953   ,33.0   ,anna2.4,a0:ab:1b:62:76:ac,2,-93,Student,82:2a:a8:18:13:88,11,-87,HOT123,c0:ac:54:f6:c5:4b,1,-86
2017-10-27 16:20:34   ,34.80238766   ,32.16830652   ,33.0   ,tania_2.4,70:62:b8:31:1d:80,11,-92,BezeqFree,6a:12:f5:84:50:41,8,-85,HOTBOX,7c:03:4c:fe:ba:1b,1,-84,opus7,c4:12:f5:84:50:40,8,-84
2017-10-27 16:20:35   ,34.80229988   ,32.16831806   ,33.0   ,Consm,50:c7:bf:7d:66:22,5,-94,bz46564990,48:ee:0c:3a:19:c7,10,-91,vue sur mer_2.4,a4:2b:8c:98:db:d2,1,-90,NIPPON_8102,08:97:58:33:74:72,2,-83
2017-10-27 16:20:37   ,34.80211096   ,32.16833495   ,32.0   ,MEIR_2.4,a0:4f:d4:2c:5e:11,1,-95,HOTBOX,00:78:9e:fb:be:f6,1,-90,HOTBOX,a4:08:f5:2e:23:af,1,-89,I.L.L,a0:63:91:78:40:b2,11,-88,HomeVFS,7c:b7:33:bf:bb:5f,6,-86,DIRECT-BB-HP OfficeJet 3830,30:e1:71:08:fe:bc,11,-86,elneuron,e8:fc:af:92:b9:87,1,-81,HOTBOX-81C2,7c:03:4c:ba:aa:42,6,-78,Shiri1000_2.4,10:5a:f7:0e:5d:f5,1,-77
2017-10-27 16:20:39   ,34.80192153   ,32.16835232   ,32.0   ,Partner,42501_13111_496641,0,-113
2017-10-27 16:20:41   ,34.80172666   ,32.16837414   ,32.0   ,marcus 1,74:da:38:30:26:6f,2,-92,HOTBOX-E00E,00:78:9e:fb:24:26,1,-90,netbo1,d0:d4:12:68:0a:0a,11,-86,klara-012,c4:12:f5:fd:d1:94,2,-86,Gay splays,00:78:9e:fa:8b:23,6,-86,Biana_n,14:ae:db:b2:8e:75,11,-85,HOTBOX-E00E,f8:ab:05:46:d5:5e,1,-84,Claude,d0:d4:12:5c:c3:6a,11,-83,simba6,d8:37:be:f1:86:c9,7,-82,BezeqFree,06:ae:db:ba:2d:35,1,-80
2017-10-27 16:20:42   ,34.80162958   ,32.16838391   ,32.0   ,HOTBOX-9A33,fc:b4:e6:d2:9a:39,1,-94,dserota,00:1b:9e:7a:43:13,6,-89,Student,56:d9:e7:03:ff:09,48,-87,hertzlia,3c:1e:04:04:4f:91,11,-87,HP-Print-C4-Officejet Pro 6830,28:80:23:cf:e9:c4,6,-87,smadarwifi,46:d9:e7:03:ff:09,48,-86,BezeqFree,06:ae:db:b1:ac:0d,11,-84,hagit_5,6c:b0:ce:33:a4:d6,40,-83,hagit_2.4,6c:b0:ce:33:a4:d5,1,-82,770,14:ae:db:b1:ac:0d,11,-82
2017-10-27 16:20:43   ,34.80153149   ,32.16839075   ,31.0   ,anna2.4,a0:ab:1b:62:76:ac,2,-93,Student,82:2a:a8:18:13:88,11,-87
2017-10-27 16:20:45   ,34.80133696   ,32.16841289   ,32.0   ,BezeqFree,6a:12:f5:84:50:41,8,-85,opus7,c4:12:f5:84:50:40,8,-84
2017-10-27 16:20:46   ,34.80124529   ,32.16842191   ,32.0   ,Consm,50:c7:bf:7d:66:22,5,-94,bz46564990,48:ee:0c:3a:19:c7,10,-91,vue sur mer_2.4,a4:2b:8c:98:db:d2,1,-90,NIPPON_8102,08:97:58:33:74:72,2,-83
2017-10-27 16:20:48   ,34.80105362   ,32.1684422   ,32.0   ,HOTBOX,00:78:9e:fb:be:f6,1,-90,HOTBOX,a4:08:f5:2e:23:af,1,-89,I.L.L,a0:63:91:78:40:b2,11,-88,HomeVFS,7c:b7:33:bf:bb:5f,6,-86,DIRECT-BB-HP OfficeJet 3830,30:e1:71:08:fe:bc,11,-86,elneuron,e8:fc:af:92:b9:87,1,-81,HOTBOX-81C2,7c:03:4c:ba:aa:42,6,-78,Shiri1000_2.4,10:5a:f7:0e:5d:f5,1,-77
