WigleWifi-1.4,appRelease=2.26,model=SM-G386T1,release=4.4.2,device=afyonlteMetroPCS,display=KOT49H.G386T1UVU1ANH3,board=MSM8226,brand=samsung,,,
f0:b0:52:3e:d1:3c,Ariel_University,[ESS],11/9/2017 08:47,44,-72,32.10515523,35.20635895,670,4,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],11/9/2017 08:47,44,-74,32.10515523,35.20635895,670,4,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],11/9/2017 08:47,6,-80,32.10515523,35.20635895,670,4,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],11/9/2017 08:47,6,-82,32.10515523,35.20635895,670,4,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],11/9/2017 08:47,1,-83,32.10515523,35.20635895,670,4,WIFI
42507_10072_480148,HOT mobile,HSDPA;il,11/9/2017 08:47,0,-81,32.10515523,35.20635895,670,4,GSM
ec:8c:a2:08:95:8c,Ariel_University,[ESS],11/9/2017 08:47,36,-65,32.10511944,35.20638663,668,4,WIFI
f0:b0:52:3e:c8:dc,Ariel_University,[ESS],11/9/2017 08:47,44,-72,32.10511944,35.20638663,668,4,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],11/9/2017 08:47,6,-81,32.10511944,35.20638663,668,4,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],11/9/2017 08:47,6,-85,32.10511944,35.20638663,668,4,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],11/9/2017 08:47,11,-76,32.10511944,35.20638663,668,4,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],11/9/2017 08:47,6,-81,32.10508883,35.20642272,667,5,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],11/9/2017 08:47,11,-61,32.10508883,35.20642272,667,5,WIFI
f0:b0:52:3e:d1:3c,Ariel_University,[ESS],11/9/2017 08:47,44,-65,32.10508883,35.20642272,667,5,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],11/9/2017 08:47,6,-74,32.10508883,35.20642272,667,5,WIFI
ec:8c:a2:08:ae:3c,Ariel_University,[ESS],11/9/2017 08:47,36,-57,32.10508883,35.20642272,667,5,WIFI
f0:b0:52:3e:cc:1c,Ariel_University,[ESS],11/9/2017 08:47,36,-57,32.10508883,35.20642272,667,5,WIFI
1c:b9:c4:15:33:dc,Ariel_University,[ESS],11/9/2017 08:47,36,-71,32.10508883,35.20642272,667,5,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],11/9/2017 08:47,1,-77,32.10508883,35.20642272,667,5,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],11/9/2017 08:47,6,-68,32.10505813,35.20643075,667,5,WIFI
1c:b9:c4:15:33:dc,Ariel_University,[ESS],11/9/2017 08:47,36,-64,32.10503148,35.2064235,669,6,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],11/9/2017 08:47,1,-71,32.10503148,35.2064235,669,6,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],11/9/2017 08:47,1,-80,32.10503148,35.2064235,669,6,WIFI
42507_10072_470809,HOT mobile,HSDPA;il,11/9/2017 08:47,0,-91,32.10503148,35.2064235,669,6,GSM
f0:b0:52:be:d1:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,44,-64,32.10498582,35.20643371,669,7,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],11/9/2017 08:47,6,-79,32.10498582,35.20643371,669,7,WIFI
f0:b0:52:3e:c7:bc,Ariel_University,[ESS],11/9/2017 08:47,44,-69,32.10498582,35.20643371,669,7,WIFI
f0:b0:52:be:cc:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,36,-62,32.10494956,35.2064693,669,5,WIFI
f0:b0:52:be:c7:b7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,44,-70,32.10494956,35.2064693,669,5,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],11/9/2017 08:47,11,-79,32.10494956,35.2064693,669,5,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,44,-70,32.10492523,35.20650423,669,5,WIFI
ec:8c:a2:08:99:bc,Ariel_University,[ESS],11/9/2017 08:47,36,-62,32.10491872,35.20652196,668,5,WIFI
ec:8c:a2:08:99:b8,Ariel_University,[ESS],11/9/2017 08:47,11,-80,32.10491872,35.20652196,668,5,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],11/9/2017 08:47,1,-71,32.10489862,35.20655493,668,5,WIFI
1c:b9:c4:15:33:dc,Ariel_University,[ESS],11/9/2017 08:47,36,-58,32.10489862,35.20655493,668,5,WIFI
1c:b9:c4:95:33:d7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,36,-57,32.10489862,35.20655493,668,5,WIFI
ec:8c:a2:88:ae:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,36,-61,32.10489862,35.20655493,668,5,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],11/9/2017 08:47,7,-82,32.10489862,35.20655493,668,5,WIFI
42507_10072_480144,HOT mobile,HSDPA;il,11/9/2017 08:47,0,-93,32.10480635,35.20657075,668,6,GSM
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],11/9/2017 08:48,36,-59,32.10464572,35.20662466,669,5,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],11/9/2017 08:48,36,-62,32.10464572,35.20662466,669,5,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],11/9/2017 08:48,6,-72,32.10464572,35.20662466,669,5,WIFI
f0:b0:52:3e:c7:ac,Ariel_University,[ESS],11/9/2017 08:48,36,-70,32.10464572,35.20662466,669,5,WIFI
ec:8c:a2:88:95:87,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:48,36,-61,32.10464572,35.20662466,669,5,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],11/9/2017 08:48,44,-70,32.10464572,35.20662466,669,5,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],11/9/2017 08:48,1,-77,32.10464572,35.20662466,669,5,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],11/9/2017 08:48,11,-79,32.10464572,35.20662466,669,5,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],11/9/2017 08:48,1,-81,32.10464572,35.20662466,669,5,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],11/9/2017 08:48,11,-84,32.10464572,35.20662466,669,5,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],11/9/2017 08:48,36,-55,32.10442956,35.20687194,673,4,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],11/9/2017 08:48,1,-76,32.10442956,35.20687194,673,4,WIFI
06:ae:db:53:3f:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],11/9/2017 08:48,6,-85,32.10442956,35.20687194,673,4,WIFI
f0:b0:52:3e:d0:9c,Ariel_University,[ESS],11/9/2017 08:48,36,-64,32.10442956,35.20687194,673,4,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],11/9/2017 08:48,36,-74,32.10442956,35.20687194,673,4,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],11/9/2017 08:48,11,-77,32.10442956,35.20687194,673,4,WIFI
8c:0c:90:2f:cb:d8,Ariel_University,[ESS],11/9/2017 08:48,6,-79,32.10442956,35.20687194,673,4,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],11/9/2017 08:48,11,-81,32.10442956,35.20687194,673,4,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],11/9/2017 08:48,2,-84,32.10448259,35.20688657,671,4,WIFI
8c:0c:90:2e:0f:c8,Ariel_University,[ESS],11/9/2017 08:48,11,-87,32.10448259,35.20688657,671,4,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],11/9/2017 08:48,6,-79,32.10451436,35.20688747,673,4,WIFI
f0:b0:52:be:c8:57,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:48,44,-62,32.10455378,35.20689467,672,3,WIFI
14:ae:db:53:3f:a5,bz300683,[WPA2-PSK-CCMP][ESS],11/9/2017 08:48,6,-87,32.10455378,35.20689467,672,3,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],11/9/2017 08:48,44,-63,32.10455378,35.20689467,672,3,WIFI
f0:b0:52:3e:d8:9c,Ariel_University,[ESS],11/9/2017 08:48,44,-69,32.10455378,35.20689467,672,3,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],11/9/2017 08:48,1,-83,32.10455378,35.20689467,672,3,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],11/9/2017 08:48,44,-56,32.10455378,35.20689467,672,3,WIFI
f0:b0:52:3e:d8:9c,Ariel_University,[ESS],11/9/2017 08:48,44,-63,32.10455378,35.20689467,672,3,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],11/9/2017 08:48,1,-81,32.10459422,35.20690773,671,3,WIFI
42507_10072_516798,HOT mobile,HSDPA;il,11/9/2017 08:48,0,-85,32.10459422,35.20690773,671,3,GSM
1c:b9:c4:14:2b:a8,Ariel_University,[ESS],11/9/2017 08:48,1,-83,32.10463844,35.20696602,671,3,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],11/9/2017 08:48,1,-85,32.10463844,35.20696602,671,3,WIFI
f0:b0:52:3e:d1:ec,Ariel_University,[ESS],11/9/2017 08:48,40,-64,32.10466069,35.20701186,670,3,WIFI
f0:b0:52:be:d1:e7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:48,40,-67,32.10466069,35.20701186,670,3,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:48,44,-72,32.10466069,35.20701186,670,3,WIFI
ec:9b:f3:cd:56:b9,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80],11/9/2017 08:48,6,-85,32.10466069,35.20701186,670,3,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],11/9/2017 08:48,44,-72,32.10466069,35.20701186,670,3,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],11/9/2017 08:48,44,-74,32.10466069,35.20701186,670,3,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],11/9/2017 08:48,11,-76,32.10466069,35.20701186,670,3,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],11/9/2017 08:48,6,-74,32.10469272,35.20705981,670,3,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],11/9/2017 08:48,1,-70,32.10469272,35.20705981,670,3,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],11/9/2017 08:48,1,-80,32.10469272,35.20705981,670,3,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],11/9/2017 08:49,1,-73,32.10470226,35.2070813,670,4,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],11/9/2017 08:49,11,-67,32.10470226,35.2070813,670,4,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],11/9/2017 08:49,6,-73,32.10470226,35.2070813,670,4,WIFI
ec:8c:a2:26:d3:68,Ariel_University,[ESS],11/9/2017 08:49,1,-77,32.10470226,35.2070813,670,4,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],11/9/2017 08:49,6,-80,32.10470226,35.2070813,670,4,WIFI
42507_10072_470807,HOT mobile,HSDPA;il,11/9/2017 08:49,0,-91,32.10470226,35.2070813,670,4,GSM
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],11/9/2017 08:49,1,-76,32.10467478,35.20707884,671,4,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],11/9/2017 08:49,6,-79,32.10467478,35.20707884,671,4,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],11/9/2017 08:49,2,-79,32.10467478,35.20707884,671,4,WIFI
1c:b9:c4:15:3d:78,Ariel_University,[ESS],11/9/2017 08:49,11,-85,32.10467478,35.20707884,671,4,WIFI
1c:b9:c4:15:3d:78,Ariel_University,[ESS],11/9/2017 08:49,11,-79,32.10458325,35.20709664,675,4,WIFI
1c:b9:c4:14:38:2c,Ariel_University,[ESS],11/9/2017 08:49,36,-71,32.10458325,35.20709664,675,4,WIFI
00:27:22:f3:e0:83,,[ESS],11/9/2017 08:49,11,-79,32.10458325,35.20709664,675,4,WIFI
1c:b9:c4:15:0e:b8,Ariel_University,[ESS],11/9/2017 08:49,11,-81,32.10458325,35.20709664,675,4,WIFI
1c:b9:c4:14:38:28,Ariel_University,[ESS],11/9/2017 08:49,6,-84,32.10458325,35.20709664,675,4,WIFI
00:27:22:f3:e0:d0,,[ESS],11/9/2017 08:49,6,-86,32.10458325,35.20709664,675,4,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],11/9/2017 08:49,6,-70,32.10455308,35.20709211,677,4,WIFI
70:5a:0f:5c:b0:0b,DIRECT-80-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,6,-84,32.10455308,35.20709211,677,4,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],11/9/2017 08:49,11,-77,32.10455308,35.20709211,677,4,WIFI
ec:8c:a2:88:aa:d7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,36,-56,32.10450491,35.20705418,675,3,WIFI
1c:b9:c4:15:1f:5c,Ariel_University,[ESS],11/9/2017 08:49,44,-74,32.10450491,35.20705418,675,3,WIFI
1c:b9:c4:95:1f:57,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,44,-72,32.10449297,35.20702287,677,3,WIFI
42507_10072_470809,HOT mobile,HSDPA;il,11/9/2017 08:49,0,-83,32.10449297,35.20702287,677,3,GSM
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],11/9/2017 08:49,6,-63,32.10446081,35.20701271,678,3,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],11/9/2017 08:49,36,-55,32.10441162,35.20699406,677,3,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],11/9/2017 08:49,5,-83,32.10441162,35.20699406,677,3,WIFI
1c:b9:c4:14:38:28,Ariel_University,[ESS],11/9/2017 08:49,6,-79,32.10437664,35.20699916,678,4,WIFI
1c:b9:c4:14:2b:a8,Ariel_University,[ESS],11/9/2017 08:49,1,-78,32.10437664,35.20699916,678,4,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],11/9/2017 08:49,1,-83,32.10437664,35.20699916,678,4,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],11/9/2017 08:49,11,-88,32.10437664,35.20699916,678,4,WIFI
1c:b9:c4:15:1f:5c,Ariel_University,[ESS],11/9/2017 08:49,44,-69,32.10435983,35.20699365,678,4,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],11/9/2017 08:49,11,-82,32.10435983,35.20699365,678,4,WIFI
00:27:22:f3:e0:7b,,[ESS],11/9/2017 08:49,6,-79,32.10429657,35.20702003,679,4,WIFI
70:5a:0f:5c:b0:0b,DIRECT-80-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,6,-79,32.10427087,35.207027,678,4,WIFI
00:27:22:f3:e1:f4,,[ESS],11/9/2017 08:49,6,-83,32.10427087,35.207027,678,4,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],11/9/2017 08:49,11,-84,32.10427087,35.207027,678,4,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],11/9/2017 08:49,5,-78,32.10425958,35.20703387,678,4,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],11/9/2017 08:49,11,-75,32.10425958,35.20703387,678,4,WIFI
ec:8c:a2:08:a3:38,Ariel_University,[ESS],11/9/2017 08:49,6,-83,32.10425958,35.20703387,678,4,WIFI
1c:b9:c4:15:1f:5c,Ariel_University,[ESS],11/9/2017 08:49,44,-64,32.10416739,35.20704416,676,5,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],11/9/2017 08:49,36,-67,32.10416739,35.20704416,676,5,WIFI
1c:b9:c4:15:1c:b8,Ariel_University,[ESS],11/9/2017 08:49,1,-88,32.10416739,35.20704416,676,5,WIFI
1c:b9:c4:95:1f:57,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,44,-62,32.10411076,35.20705064,675,5,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,36,-69,32.10411076,35.20705064,675,5,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],11/9/2017 08:49,44,-74,32.10411076,35.20705064,675,5,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS],11/9/2017 08:49,1,-85,32.10411076,35.20705064,675,5,WIFI
42507_10072_480148,HOT mobile,HSDPA;il,11/9/2017 08:49,0,-89,32.10411076,35.20705064,675,5,GSM
1c:b9:c4:15:36:78,Ariel_University,[ESS],11/9/2017 08:49,1,-78,32.10406492,35.20706723,676,5,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],11/9/2017 08:49,36,-69,32.10406492,35.20706723,676,5,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],11/9/2017 08:49,36,-75,32.10406492,35.20706723,676,5,WIFI
06:27:22:f3:e1:da,auc,[ESS],11/9/2017 08:49,11,-75,32.10406492,35.20706723,676,5,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],11/9/2017 08:49,5,-73,32.10400459,35.20706599,675,5,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],11/9/2017 08:49,11,-70,32.10400459,35.20706599,675,5,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:49,36,-68,32.10400459,35.20706599,675,5,WIFI
00:27:22:f3:e1:da,,[ESS],11/9/2017 08:49,11,-81,32.10400459,35.20706599,675,5,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS],11/9/2017 08:51,36,-65,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:09:86:dc,Ariel_University,[ESS],11/9/2017 08:51,40,-66,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],11/9/2017 08:51,48,-68,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],11/9/2017 08:51,11,-65,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:09:84:fc,Ariel_University,[ESS],11/9/2017 08:51,36,-71,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:09:0c:cc,Ariel_University,[ESS],11/9/2017 08:51,44,-72,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],11/9/2017 08:51,1,-75,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],11/9/2017 08:51,6,-75,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],11/9/2017 08:51,11,-77,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:08:96:48,Ariel_University,[ESS],11/9/2017 08:51,6,-80,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:08:77:48,Ariel_University,[ESS],11/9/2017 08:51,6,-83,32.10346362,35.20760485,677,5,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,36,-60,32.10346818,35.20762908,679,4,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],11/9/2017 08:51,11,-75,32.10346818,35.20762908,679,4,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],11/9/2017 08:51,11,-80,32.10346818,35.20762908,679,4,WIFI
ec:8c:a2:0a:08:b8,Ariel_University,[ESS],11/9/2017 08:51,6,-83,32.10346818,35.20762908,679,4,WIFI
ec:8c:a2:09:86:d8,Ariel_University,[ESS],11/9/2017 08:51,6,-86,32.10346818,35.20762908,679,4,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],11/9/2017 08:51,1,-68,32.10346072,35.20766377,680,4,WIFI
ec:8c:a2:89:8c:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,44,-69,32.10346072,35.20766377,680,4,WIFI
ec:8c:a2:08:90:cc,Ariel_University,[ESS],11/9/2017 08:51,36,-68,32.10346072,35.20766377,680,4,WIFI
ec:8c:a2:09:8c:3c,Ariel_University,[ESS],11/9/2017 08:51,44,-68,32.10346072,35.20766377,680,4,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],11/9/2017 08:51,1,-80,32.10346072,35.20766377,680,4,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],11/9/2017 08:51,11,-84,32.10346072,35.20766377,680,4,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],11/9/2017 08:51,44,-68,32.10346172,35.20770141,683,3,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],11/9/2017 08:51,11,-89,32.10346172,35.20770141,683,3,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],11/9/2017 08:51,1,-62,32.10345926,35.20771343,684,3,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,36,-42,32.10345926,35.20771343,684,3,WIFI
ec:8c:a2:89:0c:c7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,44,-69,32.10345926,35.20771343,684,3,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],11/9/2017 08:51,1,-72,32.10345926,35.20771343,684,3,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS],11/9/2017 08:51,1,-76,32.10345926,35.20771343,684,3,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,36,-36,32.10343242,35.20773605,684,4,WIFI
ec:8c:a2:08:90:cc,Ariel_University,[ESS],11/9/2017 08:51,36,-63,32.10343242,35.20773605,684,4,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],11/9/2017 08:51,11,-77,32.10343242,35.20773605,684,4,WIFI
ec:8c:a2:88:90:c7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,36,-63,32.10343242,35.20773605,684,4,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS],11/9/2017 08:51,36,-73,32.10343242,35.20773605,684,4,WIFI
ec:8c:a2:08:a9:38,Ariel_University,[ESS],11/9/2017 08:51,6,-86,32.10343242,35.20773605,684,4,WIFI
10:be:f5:39:8f:f2,LARISA,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,9,-82,32.10344284,35.20773875,684,3,WIFI
ec:8c:a2:08:a9:2c,Ariel_University,[ESS],11/9/2017 08:51,44,-68,32.10344284,35.20773875,684,3,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],11/9/2017 08:51,11,-73,32.10343974,35.20777566,683,4,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],11/9/2017 08:51,1,-72,32.10343974,35.20777566,683,4,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],11/9/2017 08:51,11,-72,32.10343974,35.20777566,683,4,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS],11/9/2017 08:51,1,-77,32.10343974,35.20777566,683,4,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],11/9/2017 08:51,6,-83,32.10343974,35.20777566,683,4,WIFI
ec:8c:a2:08:78:38,Ariel_University,[ESS],11/9/2017 08:51,1,-77,32.10343974,35.20777566,683,4,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS],11/9/2017 08:51,36,-49,32.10344012,35.2078269,684,3,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS],11/9/2017 08:51,11,-67,32.10344012,35.2078269,684,3,WIFI
ec:8c:a2:08:a9:2c,Ariel_University,[ESS],11/9/2017 08:51,44,-63,32.10344012,35.2078269,684,3,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS],11/9/2017 08:51,1,-71,32.10344012,35.2078269,684,3,WIFI
ec:8c:a2:08:a9:3c,Ariel_University,[ESS],11/9/2017 08:51,36,-74,32.10344012,35.2078269,684,3,WIFI
42507_10072_470809,HOT mobile,HSDPA;il,11/9/2017 08:51,0,-83,32.10344012,35.2078269,684,3,GSM
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],11/9/2017 08:51,44,-61,32.10343055,35.20787176,684,3,WIFI
1c:b9:c4:96:d2:87,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,44,-60,32.10343055,35.20787176,684,3,WIFI
ec:8c:a2:89:03:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,44,-66,32.10343345,35.20789779,685,3,WIFI
ec:8c:a2:88:a9:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,36,-71,32.10343345,35.20789779,685,3,WIFI
ec:8c:a2:09:03:3c,Ariel_University,[ESS],11/9/2017 08:51,44,-65,32.10343345,35.20789779,685,3,WIFI
b0:48:7a:a1:80:8c,Knoch,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11/9/2017 08:51,4,-88,32.10342003,35.20799813,687,4,WIFI
ec:8c:a2:08:78:3c,Ariel_University,[ESS],11/9/2017 08:51,40,-71,32.10342003,35.20799813,687,4,WIFI
ec:8c:a2:09:0c:cc,Ariel_University,[ESS],11/9/2017 08:51,44,-67,32.10341795,35.20805313,687,3,WIFI
ec:8c:a2:08:78:38,Ariel_University,[ESS],11/9/2017 08:51,1,-72,32.10341159,35.20809391,688,3,WIFI
a0:4f:d4:3b:e9:01,Lidor a,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,6,-84,32.10340278,35.20814681,688,3,WIFI
d0:0f:6d:c0:fe:7f,natali,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,9,-90,32.10340274,35.20818087,689,3,WIFI
78:11:dc:1a:cf:d0,TamiRacheli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11/9/2017 08:51,8,-85,32.10340702,35.20820861,689,4,WIFI
e4:6f:13:73:70:16,ShurikWiFi,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,7,-86,32.10340702,35.20820861,689,4,WIFI
14:ae:db:cf:86:f5,Biren2809,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11/9/2017 08:51,11,-87,32.10340702,35.20820861,689,4,WIFI
1c:b9:c4:12:90:bc,Ariel_University,[ESS],11/9/2017 08:51,40,-63,32.10340702,35.20820861,689,4,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],11/9/2017 08:51,1,-81,32.10340702,35.20820861,689,4,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],11/9/2017 08:51,11,-82,32.10340702,35.20820861,689,4,WIFI
1c:b9:c4:92:90:b7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:51,40,-65,32.10340248,35.20822028,689,3,WIFI
1c:b9:c4:14:33:cc,Ariel_University,[ESS],11/9/2017 08:51,36,-72,32.10340248,35.20822028,689,3,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],11/9/2017 08:51,40,-72,32.10340248,35.20822028,689,3,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],11/9/2017 08:51,40,-65,32.10339974,35.20825555,689,3,WIFI
